id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
21209,City Hotel,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0
21210,City Hotel,193,2015,October,42,15,0,3,2,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,65.0,0
21211,Resort Hotel,93,2015,December,51,19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0
21212,City Hotel,126,2017,June,24,16,2,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,99.0,0
21213,City Hotel,5,2017,May,19,9,0,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,47.0,,0,Transient,90.0,0
21214,City Hotel,6,2016,December,52,19,1,0,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,88.0,0
21215,City Hotel,54,2016,March,14,28,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,89.0,,0,Transient,95.36,0
21216,Resort Hotel,123,2015,July,28,10,0,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,149.0,,0,Transient,114.69,0
21217,Resort Hotel,142,2017,July,31,31,1,4,2,1.0,0,Undefined,PRT,Direct,Direct,0,0,0,E,E,3,No Deposit,250.0,,0,Transient,309.1,0
21218,City Hotel,158,2017,March,13,27,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,95.0,0
21219,Resort Hotel,301,2017,August,32,11,1,2,1,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,185.4,0
21220,City Hotel,26,2016,November,47,17,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,91.2,0
21221,Resort Hotel,0,2015,September,38,13,1,0,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,123.0,0
21222,City Hotel,1,2017,July,28,11,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0
21223,City Hotel,54,2017,March,11,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0
21224,City Hotel,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0
21225,City Hotel,120,2016,September,36,2,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,115.0,0
21226,Resort Hotel,157,2016,December,53,30,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,88.41,0
21227,Resort Hotel,63,2017,February,6,5,4,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,33.88,0
21228,City Hotel,40,2015,September,38,13,2,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,85.5,0
21229,City Hotel,61,2017,January,4,25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0
21230,City Hotel,113,2017,August,32,6,2,3,1,1.0,0,BB,ESP,Direct,Direct,0,0,0,B,A,0,No Deposit,14.0,,0,Transient-Party,112.4,0
21231,Resort Hotel,7,2016,November,46,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,H,0,No Deposit,,154.0,0,Transient,27.0,0
21232,Resort Hotel,63,2016,April,18,25,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,79.0,1
21233,City Hotel,40,2016,August,36,28,2,5,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,100.16,0
21234,City Hotel,5,2015,August,34,22,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Contract,75.0,0
21235,City Hotel,80,2017,March,13,31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,90.0,0
21236,City Hotel,69,2016,April,18,27,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,105.3,0
21237,City Hotel,278,2016,August,33,11,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0
21238,Resort Hotel,52,2016,December,51,14,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,49.5,0
21239,City Hotel,327,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0
21240,Resort Hotel,162,2017,June,26,30,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,180.0,0
21241,Resort Hotel,30,2016,May,20,12,0,2,1,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,105.0,0
21242,City Hotel,2,2016,April,17,17,2,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,99.0,0
21243,City Hotel,3,2016,September,40,25,1,0,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,27.0,,0,Transient,95.0,0
21244,City Hotel,82,2017,April,16,22,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0
21245,City Hotel,100,2015,October,42,16,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,0,Transient,108.0,0
21246,Resort Hotel,183,2016,April,16,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298.0,,0,Transient-Party,85.0,0
21247,City Hotel,81,2016,May,21,15,2,0,2,0.0,0,BB,CN,Groups,TA/TO,0,0,0,A,B,0,No Deposit,133.0,,0,Transient-Party,90.0,0
21248,City Hotel,25,2017,April,17,28,0,1,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Group,115.0,0
21249,Resort Hotel,262,2015,September,39,21,1,3,2,0.0,0,HB,BEL,Groups,Corporate,0,0,0,A,A,0,No Deposit,183.0,,0,Transient-Party,89.2,0
21250,City Hotel,108,2016,March,14,30,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0
21251,Resort Hotel,2,2017,May,21,21,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0
21252,City Hotel,12,2015,October,42,12,1,3,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,95.0,,0,Transient-Party,100.0,0
21253,Resort Hotel,47,2016,December,52,22,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,464.0,,0,Transient-Party,94.29,0
21254,City Hotel,259,2016,September,39,21,0,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,A,0,No Deposit,3.0,,0,Transient-Party,91.0,0
21255,City Hotel,23,2016,April,15,9,2,1,2,1.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,93.82,0
21256,Resort Hotel,211,2016,May,20,14,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,D,0,No Deposit,298.0,,0,Transient-Party,85.0,0
21257,City Hotel,64,2017,July,27,5,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,130.0,0
21258,City Hotel,140,2015,November,47,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,29.0,,87,Transient-Party,65.0,0
21259,City Hotel,40,2016,March,13,20,2,0,3,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0
21260,City Hotel,5,2016,August,35,22,1,1,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,A,G,0,No Deposit,14.0,,0,Group,138.0,0
21261,City Hotel,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,90.0,0
21262,City Hotel,211,2016,August,35,23,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,77.03,0
21263,City Hotel,14,2017,August,33,18,1,2,3,2.0,0,HB,ESP,Direct,Direct,0,0,0,G,G,1,No Deposit,14.0,,0,Transient,372.33,0
21264,Resort Hotel,97,2016,December,53,28,2,6,1,0.0,0,HB,ROU,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,107.08,0
21265,City Hotel,5,2016,February,7,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.0,0
21266,City Hotel,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
21267,Resort Hotel,31,2016,December,51,15,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,26.0,,0,Transient,52.0,1
21268,City Hotel,200,2017,June,26,29,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0
21269,City Hotel,82,2016,May,21,17,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,9.0,,0,Transient,149.4,0
21270,City Hotel,1,2015,August,35,25,0,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,156.0,0
21271,City Hotel,4,2016,September,39,19,1,0,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.0,0
21272,City Hotel,116,2016,February,10,28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,134.0,,0,Transient-Party,76.0,0
21273,City Hotel,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0
21274,City Hotel,0,2016,July,29,10,2,0,1,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.0,0
21275,City Hotel,141,2017,June,26,27,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0
21276,City Hotel,177,2016,July,29,10,2,1,3,2.0,0,BB,NOR,Direct,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,225.9,0
21277,Resort Hotel,67,2016,November,47,18,1,2,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,411.0,,0,Transient-Party,50.0,0
21278,Resort Hotel,34,2015,August,35,27,4,10,2,0.0,0,HB,BEL,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,150.86,0
21279,City Hotel,73,2015,December,50,6,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0
21280,City Hotel,28,2017,February,6,5,2,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,84.17,0
21281,City Hotel,80,2017,July,27,7,2,2,3,2.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,297.25,0
21282,City Hotel,38,2016,March,12,18,1,2,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,131.4,0
21283,Resort Hotel,16,2017,April,14,4,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,161.43,0
21284,Resort Hotel,5,2015,July,29,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,119.25,1
21285,City Hotel,130,2016,April,16,13,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,10,Transient,100.0,0
21286,City Hotel,26,2017,February,8,20,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,110.0,0
21287,Resort Hotel,126,2017,June,24,15,2,5,2,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,479.0,,0,Transient,83.7,0
21288,Resort Hotel,196,2017,July,30,27,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0
21289,City Hotel,139,2017,June,25,21,0,3,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,177.75,0
21290,City Hotel,273,2015,July,29,17,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0
21291,City Hotel,153,2017,June,26,29,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,80.1,0
21292,City Hotel,1,2015,December,53,31,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,135.0,1
21293,City Hotel,91,2017,April,14,2,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0
21294,City Hotel,36,2015,October,42,13,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,112.0,0
21295,City Hotel,405,2017,July,27,4,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,114.4,0
21296,City Hotel,49,2016,March,11,6,2,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.5,0
21297,City Hotel,212,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,105.0,0
21298,City Hotel,0,2016,April,15,9,0,1,1,0.0,0,BB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,119.0,0
21299,Resort Hotel,30,2016,November,46,12,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,36.84,0
21300,City Hotel,65,2016,September,37,5,1,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,142.88,0
21301,Resort Hotel,12,2016,September,38,12,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,199.0,0
21302,City Hotel,202,2016,May,23,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,90.0,0
21303,City Hotel,123,2017,May,21,27,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0
21304,City Hotel,2,2017,February,8,24,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.0,0
21305,City Hotel,42,2016,August,35,22,1,2,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,192.3,1
21306,City Hotel,106,2016,July,30,18,2,5,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.37,0
21307,Resort Hotel,114,2017,June,24,11,2,4,2,2.0,0,BB,CN,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,5.0,,0,Transient-Party,140.4,1
21308,Resort Hotel,196,2017,July,30,24,3,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.75,0
21309,City Hotel,75,2016,October,42,11,0,5,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0
21310,Resort Hotel,73,2017,February,7,17,1,2,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,40.0,0
21311,Resort Hotel,32,2016,April,17,19,2,5,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,69.36,0
21312,Resort Hotel,144,2016,May,22,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.63,0
21313,Resort Hotel,175,2016,September,38,12,2,5,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,148.29,0
21314,Resort Hotel,130,2017,July,28,9,2,0,2,0.0,0,BB,TWN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient-Party,178.0,0
21315,Resort Hotel,267,2015,September,39,26,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,96.0,,0,Transient,54.99,0
21316,City Hotel,0,2016,January,3,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,89.0,0
21317,Resort Hotel,49,2017,February,9,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,Non Refund,332.0,,0,Transient,35.0,0
21318,City Hotel,13,2015,September,39,22,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,124.0,0
21319,City Hotel,88,2016,May,19,3,0,3,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,138.0,0
21320,Resort Hotel,7,2017,March,9,2,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,29.0,0
21321,Resort Hotel,5,2016,December,51,12,5,13,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,10.0,,0,Transient,41.4,0
21322,Resort Hotel,230,2016,September,37,8,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,57.8,0
21323,City Hotel,7,2016,July,30,19,0,3,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,225.36,0
21324,City Hotel,270,2016,April,17,20,0,4,1,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,187,Transient-Party,70.0,0
21325,Resort Hotel,16,2016,January,3,11,1,0,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0
21326,City Hotel,190,2017,February,8,20,1,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,79.0,,0,Transient,104.0,0
21327,City Hotel,75,2016,March,12,19,2,5,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.68,0
21328,City Hotel,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0
21329,Resort Hotel,119,2016,December,53,28,0,2,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,88.0,0
21330,Resort Hotel,10,2016,October,44,26,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,75.0,0
21331,City Hotel,270,2016,September,40,30,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.4,0
21332,Resort Hotel,0,2017,June,26,30,0,2,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,136.0,0
21333,Resort Hotel,0,2017,January,1,3,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,41.0,1
21334,City Hotel,16,2016,April,16,14,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,142.0,0
21335,City Hotel,7,2016,December,53,29,0,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient,74.8,0
21336,City Hotel,219,2015,September,36,4,2,4,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,78.33,0
21337,City Hotel,196,2017,April,15,9,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,90.09,0
21338,City Hotel,17,2016,January,2,9,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,,0,Transient,119.0,0
21339,City Hotel,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0
21340,City Hotel,213,2017,August,33,18,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.8,0
21341,City Hotel,335,2015,September,38,17,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,,0,Transient,55.0,0
21342,Resort Hotel,454,2016,August,36,29,3,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,40.0,,0,Contract,69.58,0
21343,City Hotel,350,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0
21344,City Hotel,195,2016,September,36,3,2,6,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,109.23,0
21345,City Hotel,3,2016,July,28,4,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,149.0,0
21346,Resort Hotel,154,2016,January,5,26,0,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,35.16,1
21347,Resort Hotel,134,2017,May,18,3,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,251.0,,0,Transient-Party,62.0,0
21348,Resort Hotel,111,2016,February,7,12,0,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,70.0,0
21349,City Hotel,100,2017,March,13,31,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.33,0
21350,City Hotel,19,2017,January,2,8,2,2,2,0.0,2,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,119.5,0
21351,Resort Hotel,1,2016,February,9,23,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,47.0,,0,Transient,30.0,0
21352,Resort Hotel,36,2017,February,8,25,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,64.0,0
21353,Resort Hotel,30,2016,July,28,6,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,146.3,0
21354,Resort Hotel,126,2017,May,18,2,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,64.8,0
21355,City Hotel,175,2016,July,30,23,1,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,112.5,0
21356,Resort Hotel,182,2016,June,23,3,1,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,248.0,,0,Transient,97.3,0
21357,Resort Hotel,44,2016,November,49,30,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,0.0,0
21358,City Hotel,143,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,56.0,,0,Transient,120.0,0
21359,City Hotel,346,2016,September,38,13,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0
21360,City Hotel,24,2017,February,6,5,2,5,1,0.0,0,BB,MAR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,,407.0,0,Transient-Party,75.0,0
21361,Resort Hotel,1,2017,February,6,7,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,,511.0,0,Transient,35.0,0
21362,City Hotel,31,2017,April,17,28,0,1,1,0.0,0,BB,FIN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,119.0,0
21363,Resort Hotel,222,2016,May,22,23,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,,223.0,0,Transient-Party,66.0,0
21364,Resort Hotel,3,2017,March,10,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,,274.0,0,Transient,35.0,0
21365,Resort Hotel,44,2016,March,12,17,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Contract,72.43,0
21366,City Hotel,7,2015,August,35,26,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0
21367,City Hotel,90,2016,March,14,31,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.3,0
21368,City Hotel,409,2017,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0
